ip_addr,serial_num,Chain SN,MAC,Customer,Area,Racks,Model,Network,Fault Type,Fault cause,Work Mode,Ideal Hashrate,Real-time,Hashrate,Mining pool 1,Sub-account 1,Status 1,Mining pool 2,Sub-account 2,Status 2,Mining pool 3,Sub-account 3,Status 3,Firmware Version,Fan Speed,Hashboard,Temp,Running Time,Monitoring time
10.201.31.13,FXDZDXBBBJDJA058J,"FXDZYNSBBJDJA0HTR,FXDZYNSBBJDJA0J6Z,FXDZYNSBBJDJA0J6W",02:A1:9B:F6:29:7E,,,,S19j Pro-100T,Offline,,,Normal,100000GH,102716.38GH,101890.56GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x13,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x13,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x13,Alive,20220329,"3900,3900,3930,3990",3,"37,38,36",18h36m38s,2023-05-18 19:23:11
10.201.31.130,HQDZDXBBBJEBC0GJ9,"HQDZYNSBBJEBC0AWB,HQDZYNSBBJEBC0AWE,HQDZYNSBBJEBC0AX7",02:C6:F8:B4:51:C7,,,,S19j Pro-100T,Offline,,,Normal,100000GH,101836.77GH,101930.8GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x130,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x130,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x130,Alive,20220427,"3960,3900,4020,4020",3,"40,40,40",18h37m3s,2023-05-18 19:23:46
10.201.31.131,HQDZDXABBJEBC0GXT,"HQDZYNSBBJEBC0C2F,HQDZYNSBBJEBC0BPN,HQDZYNSBBJEBC0BR5",02:31:BF:9D:73:7E,,,,S19j Pro-104T,Offline,,,Normal,104000GH,104651.52GH,105866.81GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x131,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x131,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x131,Dead,20220427,"3870,3990,3960,4110",3,"39,39,40",18h37m3s,2023-05-18 19:23:46
10.201.31.132,HQDZDXABBJEBC0G7V,"HQDZYNSBBJEBC0D83,HQDZYNSBBJEBC0D44,HQDZYNSBBJEBC08CH",02:A9:77:A6:27:4D,,,,S19j Pro-104T,Offline,,,Normal,104000GH,103200.16GH,106030.05GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x132,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x132,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x132,Alive,20220427,"3990,3930,4020,3930",3,"38,39,40",2h27m12s,2023-05-18 19:23:46
10.201.31.133,HQDZDXBBBJEBC0GJ1,"HQDZYNSBBJEBC0AXL,HQDZYNSBBJEBC0AX4,HQDZYNSBBJEBC0BDG",02:A9:47:8B:B3:C7,,,,S19j Pro-100T,Offline,,,Normal,100000GH,100671.28GH,101958GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x133,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x133,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x133,Dead,20220427,"3930,3870,3900,4020",3,"38,39,39",18h37m4s,2023-05-18 19:23:46
10.201.31.134,FXDZDXBBBJDJA0816,"FXDZYNSBBJDJA0NZ7,FXDZYNSBBJDJA0NZ2,FXDZYNSBBJDJA0SHP",02:4A:A9:0C:11:C8,,,,S19j Pro-100T,Offline,,,Normal,100000GH,100429.39GH,102049.59GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x134,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x134,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x134,Alive,20220329,"3840,3870,3900,3900",3,"38,39,40",5h17m25s,2023-05-18 19:23:46
10.201.31.135,HQDZDXCBBJDJH04E3,"HQDZYNSBBJDJH0GT5,HQDZYNSBBJDJH0N7L,HQDZYNSBBJDJH0LRV",3C:A3:08:4B:21:7E,,,,S19j Pro-96T,Offline,,,Normal,96000GH,98076.44GH,97978.37GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x135,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x135,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x135,Alive,20220121,"3750,3750,3750,3780",3,"39,39,38",18h36m54s,2023-05-18 19:23:47
10.201.31.136,HQDZDXBBBJEBC0GHY,"HQDZYNSBBJEBC0AWW,HQDZYNSBBJEBC0AWM,HQDZYNSBBJEBC0BG8",02:4E:58:F8:57:D8,,,,S19j Pro-100T,Offline,,,Normal,100000GH,101045.12GH,101645.5GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x136,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x136,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x136,Alive,20220427,"3840,3810,4080,4020",3,"36,37,38",18h37m4s,2023-05-18 19:23:47
10.201.31.137,HQDZDXBBBJEJE0ATN,"HQDZYNSBBJEJE0TCJ,HQDZYNSBBJEJE0WXM,HQDZYNSBBJEJE0WXL",02:EC:FC:A9:A7:FE,,,,S19j Pro-100T,Offline,,,Normal,100000GH,101924.73GH,101920.96GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x137,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x137,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x137,Alive,20220427,"3930,3870,4170,4170",3,"38,38,38",5h17m28s,2023-05-18 19:23:47
10.201.31.138,HQDZDXBBBJEJE00GF,"HQDZYNSBBJEJE0FMX,HQDZYNSBBJEJE0FN2,HQDZYNSBBJEJE0FNH",02:9F:1B:68:22:92,,,,S19j Pro-100T,Offline,,,Normal,100000GH,102826.33GH,101943.88GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x138,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x138,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x138,Alive,20220427,"4050,3870,3960,4050",3,"38,41,38",5h17m21s,2023-05-18 19:23:47
10.201.31.139,FXDZDXCBBJDJA0415,"FXDZYNSBBJDJA061B,FXDZYNSBBJDJA03MX,FXDZYNSBBJDJA0E9X",02:C0:5B:3C:84:C6,,,,S19 Pro-95T,Offline,,,Normal,95000GH,96537.12GH,97919.86GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x139,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x139,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x139,Alive,20220322,"3930,3960,3960,3990",3,"35,35,35",5h17m23s,2023-05-18 19:23:47
10.201.31.14,YDFTDXABBJDJH0192,"YDFTYNSBBJDJH02EH,YDFTYNSBBJDJH01CL,YDFTYNSBBJDJH02TC",02:AB:63:F4:7C:7A,,,,S19j Pro-104T,Offline,,,Normal,104000GH,88089.21GH,105554.06GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x14,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x14,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x14,Alive,20220329,"3870,3810,4050,3990",3,"38,38,39",18h36m39s,2023-05-18 19:23:11
10.201.31.140,YDFTDXABBJDJH008B,"YDFTYNSBBJDJH036D,YDFTYNSBBJDJH01J8,YDFTYNSBBJDJH0089",02:21:3F:A6:57:60,,,,S19j Pro-104T,Offline,,,Normal,104000GH,106498.7GH,105815.84GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x140,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x140,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x140,Alive,20220329,"3270,3330,3300,3270",3,"41,43,42",18h37m5s,2023-05-18 19:23:47
10.201.31.141,HQDZDXBBBJEJE082H,"HQDZYNSBBJEJE0FEZ,HQDZYNSBBJEJE0FF1,HQDZYNSBBJEJE0FE3",02:BB:9F:F1:0D:EF,,,,S19j Pro-100T,Offline,,,Normal,100000GH,104629.53GH,101899.37GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x141,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x141,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x141,Alive,20220427,"3900,3960,3960,4080",3,"38,40,40",18h37m5s,2023-05-18 19:23:48
10.201.31.142,HQDZDXBBBJEJE01J8,"HQDZYNSBBJEJE0D3M,HQDZYNSBBJEJE049N,HQDZYNSBBJEJE0CE5",02:56:DA:DE:C0:63,,,,S19j Pro-100T,Offline,,,Normal,100000GH,100957.16GH,101967.08GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x142,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x142,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x142,Alive,20220427,"3900,3900,4050,3960",3,"38,40,41",5h17m22s,2023-05-18 19:23:48
10.201.31.143,YDFTDXABBJECA01M8,"YDFTYNSBBJFJG0CSB,YDFTYNSBBJFJG0CSF,YDFTYNSBBJFJG0CPW",60:E8:5B:19:03:C0,,,,S19j Pro-104T,Offline,,,Normal,104000GH,107224.37GH,105808.83GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x143,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x143,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x143,Alive,20220609,"3780,3780,3810,3810",3,"38,38,38",5h16m19s,2023-05-18 19:23:48
10.201.31.144,YDFTDXABBJDJH024D,"YDFTYNSBBJDJH0336,YDFTYNSBBJDJH054N,YDFTYNSBBJDJH0335",02:99:5B:BE:0E:49,,,,S19j Pro-104T,Offline,,,Normal,104000GH,105729.04GH,105822.55GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x144,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x144,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x144,Alive,20220329,"3990,3960,3990,4110",3,"37,39,39",5h17m30s,2023-05-18 19:23:48
10.201.31.146,YDFTDXBBBJEJG0C4J,"YDFTYNSBBJEJG140Z,YDFTYNSBBJEJG140Y,YDFTYNSBBJEJG13HG",02:48:DF:1B:8C:F8,,,,S19j Pro-100T,Offline,,,Normal,100000GH,0GH,0GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x146,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x146,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x146,Alive,20220427,"4080,4260,4200,4050",0,,,2023-05-18 19:26:07
10.201.31.147,HQDZDXBBBJEBC0GKY,"HQDZYNSBBJEBC0EAY,HQDZYNSBBJEBC0E7P,HQDZYNSBBJEBC0EAK",02:B9:6D:B3:2D:40,,,,S19j Pro-100T,Offline,,,Normal,100000GH,100869.2GH,101974.09GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x147,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x147,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x147,Alive,20220427,"3960,3840,4110,4050",3,"36,37,37",5h18m7s,2023-05-18 19:23:51
10.201.31.148,HQDZDXBBBJEJE05HW,"HQDZYNSBBJEJE0V01,HQDZYNSBBJEJE0V03,HQDZYNSBBJEJE0TXT",02:DC:38:98:2F:52,,,,S19j Pro-100T,Offline,,,Normal,100000GH,100869.2GH,101956.58GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x148,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x148,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x148,Alive,20220427,"3990,3990,3990,4110",3,"40,38,38",18h37m9s,2023-05-18 19:23:51
10.201.31.149,HQDZDXABBJEJE0312,"HQDZYNSBBJEJE0EA8,HQDZYNSBBJEJE0ZML,HQDZYNSBBJEJE0WLJ",02:D4:74:A8:3E:E3,,,,S19j Pro-104T,Offline,,,Normal,104000GH,108301.9GH,105568.62GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x149,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x149,Dead,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x149,Alive,20220427,"3990,3870,4050,4050",3,"40,40,39",18h37m9s,2023-05-18 19:23:51
10.201.31.15,FXDZDXBBBJDJA057Y,"FXDZYNSBBJDJA0KAE,FXDZYNSBBJDJA0KAF,FXDZYNSBBJDJA0KAL",02:8B:29:9A:84:DA,,,,S19j Pro-100T,Offline,,,Normal,100000GH,101814.78GH,101924.69GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x15,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x15,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x15,Dead,20220329,"3900,3870,3900,3960",3,"36,36,36",18h36m39s,2023-05-18 19:23:12
10.201.31.150,HQDZDXBBBJEBC0GJJ,"HQDZYNSBBJEBC0AX3,HQDZYNSBBJEBC0AW9,HQDZYNSBBJEBC0AX9",02:EC:C2:97:38:76,,,,S19j Pro-100T,Offline,,,Normal,100000GH,103574GH,101931.42GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x150,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x150,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x150,Alive,20220427,"3960,3930,3900,3960",3,"37,37,37",5h17m51s,2023-05-18 19:23:52
10.201.31.151,FXDZDXBBBJDJA07Z7,"FXDZYNSBBJDJA0C6W,FXDZYNSBBJDJA0C5P,FXDZYNSBBJDJA0C6Y",02:B1:55:B8:34:E4,,,,S19j Pro-100T,Offline,,,Normal,100000GH,100671.28GH,101950.26GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x151,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x151,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x151,Alive,20220329,"3870,3900,3930,3930",3,"38,37,39",18h37m9s,2023-05-18 19:23:52
10.201.31.152,YDFTDXABBJDJH038L,"YDFTYNSBBJDJH079C,YDFTYNSBBJDJH07ZX,YDFTYNSBBJDJH074S",02:81:89:E0:0C:53,,,,S19j Pro-104T,Offline,,,Normal,104000GH,104651.52GH,105798.47GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x152,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x152,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x152,Alive,20220329,"3990,3960,4020,3930",3,"39,38,41",18h37m9s,2023-05-18 19:23:52
10.201.31.153,HQDZDXBBBJEBC0HY4,"HQDZYNSBBJEBC000Z,HQDZYNSBBJEBC01H8,HQDZYNSBBJEBC01EY",02:D6:9E:B8:BD:DC,,,,S19j Pro-100T,Offline,,,Normal,100000GH,104651.52GH,101885.16GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x153,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x153,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x153,Alive,20220427,"4020,4110,3990,4020",3,"41,38,37",18h37m9s,2023-05-18 19:23:52
10.201.31.154,HQDZDXBBBJEBC0GK1,"HQDZYNSBBJEBC0E8H,HQDZYNSBBJEBC0E8F,HQDZYNSBBJEBC0ECG",02:9B:97:B7:E2:42,,,,S19j Pro-100T,Offline,,,Normal,100000GH,103046.23GH,101908.87GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x154,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x154,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x154,Alive,20220427,"3900,3870,4050,3900",3,"38,38,38",5h17m52s,2023-05-18 19:23:53
10.201.31.155,HQDZDXBBBJEJE0646,"HQDZYNSBBJEJE0DKW,HQDZYNSBBJEJE0BLM,HQDZYNSBBJEJE0DKE",02:46:2E:90:9E:6A,,,,S19j Pro-100T,Offline,,,Normal,100000GH,102386.52GH,101912.49GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x155,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x155,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x155,Alive,20220427,"3840,3960,4260,3990",3,"41,40,41",18h37m11s,2023-05-18 19:23:53
10.201.31.156,HQDZDXBBBJEBC0HV5,"HQDZYNSBBJEBC00DA,HQDZYNSBBJEBC00CL,HQDZYNSBBJEBC00EA",02:5C:20:FE:13:5D,,,,S19j Pro-100T,Offline,,,Normal,100000GH,101001.14GH,102021.45GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x156,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x156,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x156,Alive,20220427,"3960,4050,4020,3960",3,"38,39,38",5h18m2s,2023-05-18 19:23:54
10.201.31.157,HQDZDXBBBJEBC0GJG,"HQDZYNSBBJEBC0AWP,HQDZYNSBBJEBC0E73,HQDZYNSBBJEBC0EC7",02:64:66:AA:AE:46,,,,S19j Pro-100T,Offline,,,Normal,100000GH,102100.65GH,101942.29GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x157,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x157,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x157,Alive,20220427,"3900,3900,3960,3990",3,"36,38,38",5h18m3s,2023-05-18 19:23:54
10.201.31.158,FXDZD4BBBJAJE02AP,"FXDZYN3BBJAJE07TS,FXDZYN3BBJAJE0555,FXDZYN3BBJAJE058H",B4:10:7B:86:88:92,,,,S19j Pro-100T,Offline,,,Normal,100000GH,102782.35GH,101443.96GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x158,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x158,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x158,Alive,20211019,"3810,3750,3810,3810",3,"34,31,30",18h37m0s,2023-05-18 19:23:54
10.201.31.159,HQDZDXBBBJEJE05JL,"HQDZYNSBBJEJE0440,HQDZYNSBBJEJE0BLL,HQDZYNSBBJEJE0BKX",02:19:51:A4:0E:F3,,,,S19j Pro-100T,Offline,,,Normal,100000GH,101528.9GH,101907.47GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x159,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x159,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x159,Alive,20220427,"3960,3990,3930,3990",3,"38,40,39",18h37m11s,2023-05-18 19:23:54
10.201.31.16,YDFTDXABBJDJH010A,"YDFTYNSBBJDJH02A7,YDFTYNSBBJDJH01SC,YDFTYNSBBJDJH01ZY",02:19:51:FD:40:60,,,,S19j Pro-104T,Offline,,,Normal,104000GH,106432.73GH,105869.24GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x16,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x16,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x16,Dead,20220329,"4020,4050,3870,3990",3,"39,36,37",18h36m39s,2023-05-18 19:23:12
10.201.31.161,YDFTDXABBJECA01M4,"YDFTYNSBBJFJG0J6M,YDFTYNSBBJFJG0J74,YDFTYNSBBJFJG0J72",60:E8:5B:9D:E4:CE,,,,S19j Pro-104T,Offline,,,Normal,104000GH,105773.02GH,105824.16GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x161,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x161,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x161,Alive,20220609,"3720,3780,3840,3810",3,"39,37,39",18h37m4s,2023-05-18 19:23:57
10.201.31.162,YDFTDXBBBJEJG0C53,"YDFTYNSBBJEJG14D3,YDFTYNSBBJEJG13XC,YDFTYNSBBJEJG13XA",02:C0:EF:1E:BA:4E,,,,S19j Pro-100T,Offline,,,Normal,100000GH,102188.61GH,101993.95GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x162,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x162,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x162,Alive,20220427,"4050,4110,4050,4080",3,"37,38,39",5h17m59s,2023-05-18 19:23:59
10.201.31.163,FXDZDXBBBJDJA07ZM,"FXDZYNSBBJDJA0DJZ,FXDZYNSBBJDJA0C34,FXDZYNSBBJDJA0B6B",02:21:D9:88:BC:63,,,,S19j Pro-100T,Offline,,,Normal,100000GH,0GH,0GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x163,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x163,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x163,Alive,20220329,"3900,3990,3810,3900",0,,,2023-05-18 19:26:07
10.201.31.164,HQDZDXABBJEBC0GRM,"HQDZYNSBBJEBC0EEV,HQDZYNSBBJEBC0BXY,HQDZYNSBBJEBC0E9M",02:E4:AC:E4:D6:EC,,,,S19j Pro-104T,Offline,,,Normal,104000GH,0GH,0GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x164,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x164,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x164,Alive,20220427,"3870,3960,4110,3930",0,,,2023-05-18 19:26:07
10.201.31.165,HQDZDXBBBJEJE06F2,"HQDZYNSBBJEJE041F,HQDZYNSBBJEJE0414,HQDZYNSBBJEJE041D",02:29:7B:99:07:C6,,,,S19j Pro-100T,Offline,,,Normal,100000GH,101330.99GH,101969.57GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x165,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x165,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x165,Alive,20220427,"3840,3900,3930,4020",3,"39,40,39",18h37m17s,2023-05-18 19:24:00
10.201.31.166,HQDZDXBBBJEBC0HY3,"HQDZYNSBBJEBC01HJ,HQDZYNSBBJEBC01H4,HQDZYNSBBJEBC01P0",02:23:EF:B8:3F:70,,,,S19j Pro-100T,Offline,,,Normal,100000GH,102628.42GH,101940.93GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x166,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x166,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x166,Alive,20220427,"3990,4140,4110,4110",3,"39,38,39",18h36m46s,2023-05-18 19:24:00
10.201.31.167,HQDZDXBBBJEJE07Z4,"HQDZYNSBBJEJE10FL,HQDZYNSBBJEJE049Z,HQDZYNSBBJEJE0CDH",02:D4:18:C9:57:71,,,,S19j Pro-100T,Offline,,,Normal,100000GH,100737.26GH,101898.66GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x167,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x167,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x167,Alive,20220427,"3930,3870,3990,3930",3,"37,37,38",18h37m18s,2023-05-18 19:24:00
10.201.31.168,HQDZDXABBJEJE079R,"HQDZYNSBBJEJE0WLF,HQDZYNSBBJEJE0ZN4,HQDZYNSBBJEJE0ZN3",02:8B:5D:EF:AC:46,,,,S19j Pro-104T,Offline,,,Normal,104000GH,106102.87GH,105879.86GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x168,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x168,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x168,Alive,20220427,"3840,3900,4080,4050",3,"38,39,41",18h37m17s,2023-05-18 19:24:00
10.201.31.169,HQDZDXBBBJEBC0JGC,"HQDZYNSBBJEBC004S,HQDZYNSBBJEBC018D,HQDZYNSBBJEBC005H",02:39:63:FB:EE:5F,,,,S19j Pro-100T,Offline,,,Normal,100000GH,101023.13GH,101867.61GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x169,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x169,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x169,Alive,20220427,"3960,3930,4050,4020",3,"38,37,38",5h18m15s,2023-05-18 19:24:00
10.201.31.17,FXDZDXBBBJDJA0780,"FXDZYNSBBJDJA0PRA,FXDZYNSBBJDJA0SLG,FXDZYNSBBJDJA0R3F",02:13:3B:87:10:47,,,,S19j Pro-100T,Offline,,,Normal,100000GH,100781.24GH,101873.92GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x17,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x17,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x17,Alive,20220329,"3960,3990,3840,4050",3,"38,39,40",18h36m39s,2023-05-18 19:23:12
10.201.31.170,HQDZDXBBBJEJE0AWM,"HQDZYNSBBJEJE0VLN,HQDZYNSBBJEJE0WWZ,HQDZYNSBBJEJE0VLT",02:EE:92:EA:C1:6F,,,,S19j Pro-100T,Offline,,,Normal,100000GH,101726.82GH,102005.39GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x170,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x170,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x170,Alive,20220427,"3930,3990,4170,4020",3,"36,39,37",18h37m18s,2023-05-18 19:24:00
10.201.31.171,FXDZDXBBBJDJA07YN,"FXDZYNSBBJDJA0S9K,FXDZYNSBBJDJA0SGY,FXDZYNSBBJDJA0SAP",02:21:4B:90:15:56,,,,S19j Pro-100T,Offline,,,Normal,100000GH,103310.11GH,102112.95GH,stratum+tcp://bs.poolbinance.com:3333,PhoenixUS.201x31x171,Alive,stratum+tcp://sha256.poolbinance.com:443,PhoenixUS.201x31x171,Alive,stratum+tcp://sha256.poolbinance.com:8888,PhoenixUS.201x31x171,Alive,20220329,"3960,3900,3930,3900",3,"40,40,38",5h18m12s,2023-05-18 19:24:00
